mm9_source_number	legacy_actor_id	confidence	note	object_class_override
239	210	medium	Ancient Behemoth preserves the senior Tunnel Terror rank
241	502	high	MM6 Demon A closely matches the lesser winged demon
242	504	high	MM6 Demon C best matches the larger armored greater demon
244	118	medium	Wasp Worker is the closest existing upright multi-limbed insect for the Magreeb baby
261	587	medium	Nobleman B best matches Njam's human courtier silhouette
276	118	medium	Wasp Worker is the closest existing upright insect for the Magreeb Spawn	Magreeb1
277	119	medium	Wasp Sentry preserves the stronger mantis-like Magreeb rank	Magreeb2
278	120	medium	Wasp Warrior preserves the armored senior Magreeb rank	Magreeb3
301	285	medium	Harpy Queen is the closest existing female winged demon silhouette
302	284	medium	Harpy Hag is the closest existing female winged Concubine silhouette
